,i,j,Lon,Lat,SL,UC,Code,Error
26582181,3382,2939,112.716666666667,-7.95,-43.087651724491,-43.832971724491,13,212
26582182,3383,2939,112.75,-7.95,-46.916840023894,-47.595660023894,13,212
26582183,3384,2939,112.783333333333,-7.95,-46.765541579314,-47.382381579319,13,212
26582184,3385,2939,112.816666666667,-7.95,-40.194862291858,-40.754352291858,13,212
26582185,3386,2939,112.85,-7.95,-25.429390224641,-25.936240224641,13,212
26582186,3387,2939,112.883333333333,-7.95,-5.303598274584,-5.76256827462299,13,212
26582187,3388,2939,112.916666666667,-7.95,10.488947395116,10.073037395116,13,212
26582188,3389,2939,112.95,-7.95,13.128769915921,12.751059915921,13,212
26582189,3390,2939,112.983333333333,-7.95,1.575645772575,1.231275772575,13,212
26582190,3391,2939,113.016666666667,-7.95,-22.198907625883,-22.514797625883,13,212
26582191,3392,2939,113.05,-7.95,-54.978433514507,-55.270683514443,13,212
26582192,3393,2939,113.083333333333,-7.95,-90.518185358342,-90.791615358342,13,212
26582193,3394,2939,113.116666666667,-7.95,-119.125158990617,-119.384538990617,13,212
26582194,3395,2939,113.15,-7.95,-135.373436611992,-135.623466611973,13,212
26582195,3396,2939,113.183333333333,-7.95,-144.420426309916,-144.665746309916,13,212
26582196,3397,2939,113.216666666667,-7.95,-151.406529800733,-151.651659800733,13,212
26582197,3398,2939,113.25,-7.95,-160.158772797911,-160.408162797892,13,212
26592977,3378,2938,112.583333333333,-7.91666666666667,-35.474912209831,-36.836262209811,13,212
26592978,3379,2938,112.616666666667,-7.91666666666667,-44.830960435605,-46.103070435591,13,212
26592979,3380,2938,112.65,-7.91666666666667,-51.027877663923,-52.214597663923,13,212
26592980,3381,2938,112.683333333333,-7.91666666666667,-55.113504384788,-56.218844384782,13,212
26592981,3382,2938,112.716666666667,-7.91666666666667,-59.00754169046,-60.03568169046,13,212
26592982,3383,2938,112.75,-7.91666666666667,-62.795413164062,-63.750663164062,13,212
26592983,3384,2938,112.783333333333,-7.91666666666667,-63.861604187953,-64.748424187955,13,212
26592984,3385,2938,112.816666666667,-7.91666666666667,-56.267851043663,-57.090801043663,13,212
26592985,3386,2938,112.85,-7.91666666666667,-32.510867656677,-33.274597656677,13,212
26592986,3387,2938,112.883333333333,-7.91666666666667,6.93310006895101,6.22387006886899,13,212
26592987,3388,2938,112.916666666667,-7.91666666666667,48.424368415419,47.764818415419,13,212
26592988,3389,2938,112.95,-7.91666666666667,74.5494899317201,73.9347899317201,13,212
26592989,3390,2938,112.983333333333,-7.91666666666667,77.1297186373338,76.5550086373338,13,212
26592990,3391,2938,113.016666666667,-7.91666666666667,59.310788047096,58.771178047096,13,212
26592991,3392,2938,113.05,-7.91666666666667,28.655165031735,28.145775031798,13,212
26592992,3393,2938,113.083333333333,-7.91666666666667,-8.74272697185501,-9.22675697185502,13,212
26592993,3394,2938,113.116666666667,-7.91666666666667,-46.228361444803,-46.691861444803,13,212
26592994,3395,2938,113.15,-7.91666666666667,-77.606714628423,-78.054444628373,13,212
26592995,3396,2938,113.183333333333,-7.91666666666667,-99.855045134187,-100.291725134187,13,212
26592996,3397,2938,113.216666666667,-7.91666666666667,-113.03826758695,-113.46853758695,13,212
26592997,3398,2938,113.25,-7.91666666666667,-119.974323518342,-120.402713518335,13,212
26603777,3378,2937,112.583333333333,-7.88333333333334,-45.848442655016,-47.507892654986,13,212
26603778,3379,2937,112.616666666667,-7.88333333333334,-58.834312632254,-60.398802632237,13,212
26603779,3380,2937,112.65,-7.88333333333334,-64.512689076816,-65.985919076816,13,212
26603780,3381,2937,112.683333333333,-7.88333333333334,-65.195042579449,-66.58090257945,13,212
26603781,3382,2937,112.716666666667,-7.88333333333334,-64.946276405813,-66.248826405813,13,212
26603782,3383,2937,112.75,-7.88333333333334,-65.208709014532,-66.432179014532,13,212
26603783,3384,2937,112.783333333333,-7.88333333333334,-63.826306748379,-64.975056748385,13,212
26603784,3385,2937,112.816666666667,-7.88333333333334,-53.321673675324,-54.400193675324,13,212
26603785,3386,2937,112.85,-7.88333333333334,-21.274225583071,-22.287115583071,13,212
26603786,3387,2937,112.883333333333,-7.88333333333334,34.668496398823,33.716536398703,13,212
26603787,3388,2937,112.916666666667,-7.88333333333334,96.2281266931476,95.3323366931476,13,212
26603788,3389,2937,112.95,-7.88333333333334,140.747501428641,139.903051428641,13,212
26603789,3390,2937,112.983333333333,-7.88333333333334,156.538576739747,155.740596739747,13,212
26603790,3391,2937,113.016666666667,-7.88333333333334,145.616368644387,144.859948644387,13,212
26603791,3392,2937,113.05,-7.88333333333334,119.320508954789,118.600758954844,13,212
26603792,3393,2937,113.083333333333,-7.88333333333334,86.2471065301467,85.5591165301467,13,212
26603793,3394,2937,113.116666666667,-7.88333333333334,49.207771114937,48.546671114937,13,212
26603794,3395,2937,113.15,-7.88333333333334,10.297468907619,9.65840890768999,13,212
26603795,3396,2937,113.183333333333,-7.88333333333334,-25.275564513707,-25.897374513707,13,212
26603796,3397,2937,113.216666666667,-7.88333333333334,-52.577999858009,-53.187279858009,13,212
26603797,3398,2937,113.25,-7.88333333333334,-68.267543008946,-68.868913008932,13,212
26614577,3378,2936,112.583333333333,-7.85000000000001,-52.369250478422,-54.316720478386,13,212
26614578,3379,2936,112.616666666667,-7.85000000000001,-66.498695792368,-68.345685792353,13,212
26614579,3380,2936,112.65,-7.85000000000001,-67.658729921642,-69.408789921642,13,212
26614580,3381,2936,112.683333333333,-7.85000000000001,-60.497560470713,-62.154440470728,13,212
26614581,3382,2936,112.716666666667,-7.85000000000001,-54.292400726894,-55.860070726894,13,212
26614582,3383,2936,112.75,-7.85000000000001,-51.695620441738,-53.178190441738,13,212
26614583,3384,2936,112.783333333333,-7.85000000000001,-49.150712295641,-50.552472295649,13,212
26614584,3385,2936,112.816666666667,-7.85000000000001,-38.005419373514,-39.330779373514,13,212
26614585,3386,2936,112.85,-7.85000000000001,-0.908431916976014,-2.16193191697599,13,212
26614586,3387,2936,112.883333333333,-7.85000000000001,69.38492138279,68.198621382635,13,212
26614587,3388,2936,112.916666666667,-7.85000000000001,146.610016562244,145.486186562244,13,212
26614588,3389,2936,112.95,-7.85000000000001,197.424050927562,196.357880927562,13,212
26614589,3390,2936,112.983333333333,-7.85000000000001,213.873751120595,212.860361120595,13,212
26614590,3391,2936,113.016666666667,-7.85000000000001,204.820237508211,203.854727508211,13,212
26614591,3392,2936,113.05,-7.85000000000001,180.257315035131,179.334755035185,13,212
26614592,3393,2936,113.083333333333,-7.85000000000001,146.972647169487,146.088097169487,13,212
26614593,3394,2936,113.116666666667,-7.85000000000001,109.570032862447,108.718572862447,13,212
26614594,3395,2936,113.15,-7.85000000000001,69.885461025598,69.062181025671,13,212
26614595,3396,2936,113.183333333333,-7.85000000000001,30.062758094836,29.262798094836,13,212
26614596,3397,2936,113.216666666667,-7.85000000000001,-4.243843104126,-5.025273104126,13,212
26614597,3398,2936,113.25,-7.85000000000001,-27.641212663794,-28.408852663764,13,212
