,i,j,Lon,Lat,SL,UC,Code,Error
26625377,3378,2935,112.583333333333,-7.81666666666666,-52.401686444767,-54.626236444726,13,212
26625378,3379,2935,112.616666666667,-7.81666666666666,-67.519364770087,-69.638094770074,13,212
26625379,3380,2935,112.65,-7.81666666666666,-66.551543330694,-68.567873330694,13,212
26625380,3381,2935,112.683333333333,-7.81666666666666,-56.272432737743,-58.189992737764,13,212
26625381,3382,2935,112.716666666667,-7.81666666666666,-47.964390155866,-49.787020155866,13,212
26625382,3383,2935,112.75,-7.81666666666666,-43.065211337038,-44.796931337038,13,212
26625383,3384,2935,112.783333333333,-7.81666666666666,-38.23318577055,-39.87818577056,13,212
26625384,3385,2935,112.816666666667,-7.81666666666666,-25.816767905806,-27.379397905806,13,212
26625385,3386,2935,112.85,-7.81666666666666,17.50342821624,16.01868821624,13,212
26625386,3387,2935,112.883333333333,-7.81666666666666,103.171410888854,101.759960888664,13,212
26625387,3388,2935,112.916666666667,-7.81666666666666,193.265567879115,191.922707879115,13,212
26625388,3389,2935,112.95,-7.81666666666666,242.683393387734,241.404323387734,13,212
26625389,3390,2935,112.983333333333,-7.81666666666666,250.998270866441,249.778120866441,13,212
26625390,3391,2935,113.016666666667,-7.81666666666666,236.494900943449,235.328760943449,13,212
26625391,3392,2935,113.05,-7.81666666666666,207.821387958823,206.704307958885,13,212
26625392,3393,2935,113.083333333333,-7.81666666666666,169.592189448545,168.519199448545,13,212
26625393,3394,2935,113.116666666667,-7.81666666666666,127.832138328867,126.798268328867,13,212
26625394,3395,2935,113.15,-7.81666666666666,86.990092991799,85.9903929918705,13,212
26625395,3396,2935,113.183333333333,-7.81666666666666,49.81952767561,48.84906767561,13,212
26625396,3397,2935,113.216666666667,-7.81666666666666,18.974296816831,18.028196816831,13,212
26625397,3398,2935,113.25,-7.81666666666666,-6.05486062139201,-6.98142062135199,13,212
26636177,3378,2934,112.583333333333,-7.78333333333333,-35.648316413348,-38.138116413301,13,212
26636178,3379,2934,112.616666666667,-7.78333333333333,-55.091033878206,-57.469913878183,13,212
26636179,3380,2934,112.65,-7.78333333333333,-63.018764158431,-65.289974158431,13,212
26636180,3381,2934,112.683333333333,-7.78333333333333,-64.699171174989,-66.866231174989,13,212
26636181,3382,2934,112.716666666667,-7.78333333333333,-61.953055473499,-64.019685473499,13,212
26636182,3383,2934,112.75,-7.78333333333333,-50.174127948068,-52.144237948068,13,212
26636183,3384,2934,112.783333333333,-7.78333333333333,-32.812168897432,-34.689858897463,13,212
26636184,3385,2934,112.816666666667,-7.78333333333333,-13.71759566944,-15.50715566944,13,212
26636185,3386,2934,112.85,-7.78333333333333,30.883343828465,29.177513828465,13,212
26636186,3387,2934,112.883333333333,-7.78333333333333,118.459366053905,116.832706053709,13,212
26636187,3388,2934,112.916666666667,-7.78333333333333,210.108747658122,208.556577658122,13,212
26636188,3389,2934,112.95,-7.78333333333333,259.292192458455,257.809752458455,13,212
26636189,3390,2934,112.983333333333,-7.78333333333333,265.366621872918,263.949061872918,13,212
26636190,3391,2934,113.016666666667,-7.78333333333333,244.438080726999,243.080470726999,13,212
26636191,3392,2934,113.05,-7.78333333333333,206.956589839436,205.653979839514,13,212
26636192,3393,2934,113.083333333333,-7.78333333333333,162.384346556154,161.131726556154,13,212
26636193,3394,2934,113.116666666667,-7.78333333333333,118.432685643324,117.225055643324,13,212
26636194,3395,2934,113.15,-7.78333333333333,78.509805532944,77.342155533011,13,212
26636195,3396,2934,113.183333333333,-7.78333333333333,44.972725072306,43.840065072306,13,212
26636196,3397,2934,113.216666666667,-7.78333333333333,17.369257624821,16.266647624821,13,212
26636197,3398,2934,113.25,-7.78333333333333,-9.136403831606,-10.222396404521,13,212
26646977,3378,2933,112.583333333333,-7.75,-0.249985029919003,-2.99244502987003,13,212
26646978,3379,2933,112.616666666667,-7.75,-23.627366285488,-26.253996285454,13,212
26646979,3380,2933,112.65,-7.75,-41.661445435056,-44.175375435056,13,212
26646980,3381,2933,112.683333333333,-7.75,-56.336996884077,-58.741596884055,13,212
26646981,3382,2933,112.716666666667,-7.75,-61.133611061148,-63.432501061148,13,212
26646982,3383,2933,112.75,-7.75,-44.710601737283,-46.907591737283,13,212
26646983,3384,2933,112.783333333333,-7.75,-15.270355553317,-17.369445553371,13,212
26646984,3385,2933,112.816666666667,-7.75,9.59877811998899,7.59337811998898,13,212
26646985,3386,2933,112.85,-7.75,45.448857607594,43.532797607594,13,212
26646986,3387,2933,112.883333333333,-7.75,114.759472022165,112.928252022005,13,212
26646987,3388,2933,112.916666666667,-7.75,195.197879350574,193.446859350574,13,212
26646988,3389,2933,112.95,-7.75,248.479513352531,246.803963352531,13,212
26646989,3390,2933,112.983333333333,-7.75,261.899357067225,260.294417067225,13,212
26646990,3391,2933,113.016666666667,-7.75,240.413317884748,238.874087884748,13,212
26646991,3392,2933,113.05,-7.75,196.98600075739,195.50750075748,13,212
26646992,3393,2933,113.083333333333,-7.75,146.895331598096,145.472531598096,13,212
26646993,3394,2933,113.116666666667,-7.75,100.738974547864,99.3607287389076,13,212
26646994,3395,2933,113.15,-7.75,61.12497732003,59.773125049938,13,212
26646995,3396,2933,113.183333333333,-7.75,27.783854107588,26.453877067868,13,212
26646996,3397,2933,113.216666666667,-7.75,-1.027724707076,-2.32802743852102,13,212
26646997,3398,2933,113.25,-7.75,-28.164513086415,-29.436166215125,13,212
